timestamp_iso,source,class_label,confidence,x1,y1,x2,y2,latitude,longitude,media_name
2025-10-06T12:44:41.382500+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:44.418383+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:44.421196+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:44.421196+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
2025-10-06T12:44:45.630215+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:45.630215+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:45.630215+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
2025-10-06T12:44:45.630215+00:00,image,Potholes,0.3073102533817291,378,228,433,259,,,pothole1.jpg
2025-10-06T12:44:45.630215+00:00,image,Potholes,0.276416152715683,477,413,565,476,,,pothole1.jpg
2025-10-06T12:44:46.968612+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:46.968612+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:46.970617+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
2025-10-06T12:44:46.970617+00:00,image,Potholes,0.3073102533817291,378,228,433,259,,,pothole1.jpg
2025-10-06T12:44:46.970617+00:00,image,Potholes,0.276416152715683,477,413,565,476,,,pothole1.jpg
2025-10-06T12:44:46.970617+00:00,image,Alligator Crack,0.18732403218746185,5,130,441,297,,,pothole1.jpg
2025-10-06T12:44:46.972621+00:00,image,Potholes,0.18421676754951477,471,520,640,639,,,pothole1.jpg
2025-10-06T12:44:48.821232+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:48.821232+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:48.823236+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
2025-10-06T12:44:48.823236+00:00,image,Potholes,0.3073102533817291,378,228,433,259,,,pothole1.jpg
2025-10-06T12:44:48.823236+00:00,image,Potholes,0.276416152715683,477,413,565,476,,,pothole1.jpg
2025-10-06T12:44:48.823236+00:00,image,Alligator Crack,0.18732403218746185,5,130,441,297,,,pothole1.jpg
2025-10-06T12:44:48.825241+00:00,image,Potholes,0.18421676754951477,471,520,640,639,,,pothole1.jpg
2025-10-06T12:44:48.825241+00:00,image,Potholes,0.09478375315666199,196,238,294,294,,,pothole1.jpg
2025-10-06T12:44:48.825241+00:00,image,Potholes,0.06926391273736954,175,331,304,398,,,pothole1.jpg
2025-10-06T12:44:48.825241+00:00,image,Potholes,0.06835898756980896,312,207,361,243,,,pothole1.jpg
2025-10-06T12:44:48.827245+00:00,image,Potholes,0.06215622276067734,298,178,342,204,,,pothole1.jpg
2025-10-06T12:44:48.827245+00:00,image,Potholes,0.061541445553302765,308,206,351,226,,,pothole1.jpg
2025-10-06T12:44:48.827245+00:00,image,Potholes,0.0579524002969265,308,200,435,295,,,pothole1.jpg
2025-10-06T12:44:48.828990+00:00,image,Potholes,0.05714308097958565,309,205,359,231,,,pothole1.jpg
2025-10-06T12:44:50.644843+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.3073102533817291,378,228,433,259,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.276416152715683,477,413,565,476,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Alligator Crack,0.18732403218746185,5,130,441,297,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.18421676754951477,471,520,640,639,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.09478375315666199,196,238,294,294,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.06926391273736954,175,331,304,398,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.06835898756980896,312,207,361,243,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.06215622276067734,298,178,342,204,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.061541445553302765,308,206,351,226,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.0579524002969265,308,200,435,295,,,pothole1.jpg
2025-10-06T12:44:50.646597+00:00,image,Potholes,0.05714308097958565,309,205,359,231,,,pothole1.jpg
2025-10-06T12:44:51.827715+00:00,image,Potholes,0.612411379814148,357,265,412,299,,,pothole1.jpg
2025-10-06T12:44:51.827715+00:00,image,Potholes,0.4893530309200287,424,326,496,380,,,pothole1.jpg
2025-10-06T12:44:51.827715+00:00,image,Potholes,0.4636315405368805,286,246,352,282,,,pothole1.jpg
